"String ID","Source text","Translation","Context","Path","Filename"
"1","P","P","","BETAFLIGHT","p.wav"
"2","I","I","","BETAFLIGHT","i.wav"
"3","D","D","","BETAFLIGHT","d.wav"
"4","D setpoint","D setpoint","","BETAFLIGHT","dsetpt.wav"
"5","acro mode","acro modus","","INAV","acromd.wav"
"6","active","actief","","INAV","active.wav"
"7","altitude hold","hoogte vasthouden","","INAV","althld.wav"
"8","angle mode","angle modus","","INAV","anglmd.wav"
"9","battery critical","batterij kritiek","","INAV","batcrt.wav"
"10","Low battery","batterij bijna leeg","","INAV","batlow.wav"
"11","battery","batterij","","INAV","battry.wav"
"12","cruise mode","cruise modus","","INAV","cruzmd.wav"
"13","danger","gevaar","","INAV","danger.wav"
"14","engines armed","motoren armed","","INAV","engarm.wav"
"15","engines disarmed","motoren disarmed","","INAV","engdrm.wav"
"16","failsafe off","failsafe uit","","INAV","fsoff.wav"
"17","failsafe on","failsafe aan","","INAV","fson.wav"
"18","good","goed","","INAV","good.wav"
"19","GPS","GPS","","INAV","gps.wav"
"20","heading hold active","koers vasthouden actief","","INAV","hedhlda.wav"
"21","heading hold","koers vasthouden","","INAV","hedhld.wav"
"22","headfree active","headfree actief","","INAV","hfact.wav"
"23","headfree off","headfree uit","","INAV","hfoff.wav"
"24","home reset","thuispunt gereset","","INAV","homrst.wav"
"25","horizon mode","horizon modus","","INAV","hrznmd.wav"
"26","lost","verloren","","INAV","lost.wav"
"27","manual mode","manuele modus","","INAV","manmd.wav"
"28","normal","normaal","","INAV","normal.wav"
"29","off","uit","","INAV","off.wav"
"30","on","aan","","INAV","on.wav"
"31","position hold","positie vasthouden","","INAV","poshld.wav"
"32","ready to fly","klaar om te vliegen","","INAV","ready.wav"
"33","return to launch","terug naar startpunt","","INAV","rtl.wav"
"34","too high","te hoog","","INAV","toohgh.wav"
"35","warning","waarschuwing","","INAV","warnng.wav"
"36","waypoint","waypoint","","INAV","waypt.wav"
"37","Acro flight mode","acro vluchtmodus","","YAAPU","acro.wav"
"38","Acro mode","acro modus","","YAAPU","acro_r.wav"
"39","Altitude","hoogte","","YAAPU","alt.wav"
"40","Altitude hold flight mode","hoogte vasthouden vluchtmodus","","YAAPU","althold.wav"
"41","Motors armed","motoren armed","","YAAPU","armed.wav"
"42","Auto flight mode","auto vluchtmodus","","YAAPU","auto.wav"
"43","Auto mode","auto modus","","YAAPU","auto_r.wav"
"44","Auto RTL flight mode","auto RTL vluchtmodus","","YAAPU","autortl.wav"
"45","Autotune enabled","autotune ingeschakeld","","YAAPU","autotune.wav"
"46","Avoid A D S B flight mode","ADS-B ontwijken vluchtmodus","","YAAPU","avoidadsb.wav"
"47","Battery at 5 percent","batterij op vijf procent","","YAAPU","bat5.wav"
"48","Battery at 10 percent","batterij op tien procent","","YAAPU","bat10.wav"
"49","Battery at 15 percent","batterij op vijftien procent","","YAAPU","bat15.wav"
"50","Battery at 20 percent","batterij op twintig procent","","YAAPU","bat20.wav"
"51","Battery at 25 percent","batterij op vijfentwintig procent","","YAAPU","bat25.wav"
"52","Battery at 30 percent","batterij op dertig procent","","YAAPU","bat30.wav"
"53","Battery at 40 percent","batterij op veertig procent","","YAAPU","bat40.wav"
"54","Battery at 50 percent","batterij op vijftig procent","","YAAPU","bat50.wav"
"55","Battery at 60 percent","batterij op zestig procent","","YAAPU","bat60.wav"
"56","Battery at 70 percent","batterij op zeventig procent","","YAAPU","bat70.wav"
"57","Battery at 80 percent","batterij op tachtig procent","","YAAPU","bat80.wav"
"58","Battery at 90 percent","batterij op negentig procent","","YAAPU","bat90.wav"
"59","Battery alert","batterij alarm","","YAAPU","batalert.wav"
"60","Battery level 1 alert","batterij alarm niveau één","","YAAPU","batalert1.wav"
"61","Battery level 2 alert","batterij alarm niveau twee","","YAAPU","batalert2.wav"
"62","Brake flight mode","brake vluchtmodus","","YAAPU","brake.wav"
"63","Circle flight mode","circle vluchtmodus","","YAAPU","circle.wav"
"64","Cruise flight mode","cruise vluchtmodus","","YAAPU","cruise.wav"
"65","Motors disarmed","motoren disarmed","","YAAPU","disarmed.wav"
"66","Distance","afstand","","YAAPU","dist.wav"
"67","Drift flight mode","drift vluchtmodus","","YAAPU","drift.wav"
"68","E K F failsafe","EKF failsafe","","YAAPU","ekf.wav"
"69","failsafe","failsafe","","YAAPU","failsafe.wav"
"70","fence enabled","geofence ingeschakeld","","YAAPU","fence.wav"
"71","fence breach","geofence overschreden","","YAAPU","fencebreach.wav"
"72","Flip flight mode","flip vluchtmodus","","YAAPU","flip.wav"
"73","flow position hold flight mode","flow hold vluchtmodus","","YAAPU","flowhold.wav"
"74","Fly by wire a flight mode","fly by wire A vluchtmodus","","YAAPU","flybywirea.wav"
"75","Fly by wire b flight mode","fly by wire B vluchtmodus","","YAAPU","flybywireb.wav"
"76","follow flight mode","follow vluchtmodus","","YAAPU","follow.wav"
"77","follow mode","follow modus","","YAAPU","follow_r.wav"
"78","GPS 3D fix lock","GPS drie dee fix","","YAAPU","gpsfix.wav"
"79","No gps","geen GPS","","YAAPU","gpsnofix.wav"
"80","Guided flight mode","guided vluchtmodus","","YAAPU","guided.wav"
"81","Guided mode","guided modus","","YAAPU","guided_r.wav"
"82","Guided no gps flight mode","guided zonder GPS vluchtmodus","","YAAPU","guidednogps.wav"
"83","Hold mode","hold modus","","YAAPU","hold_r.wav"
"84","Initialising","initialiseren","","YAAPU","initializing.wav"
"85","Initialising","initialiseren","","YAAPU","initializing_r.wav"
"86","Land flight mode","land vluchtmodus","","YAAPU","land.wav"
"87","Landing complete","landing voltooid","","YAAPU","landing.wav"
"88","Loiter flight mode","loiter vluchtmodus","","YAAPU","loiter.wav"
"89","Loiter mode","loiter modus","","YAAPU","loiter_r.wav"
"90","Low battery","batterij bijna leeg","","YAAPU","lowbat.wav"
"91","Manual flight mode","manuele vluchtmodus","","YAAPU","manual.wav"
"92","Manual mode","manuele modus","","YAAPU","manual_r.wav"
"93","Max altitude alert","maximale hoogte alarm","","YAAPU","maxalt.wav"
"94","Max distance alert","maximale afstand alarm","","YAAPU","maxdist.wav"
"95","Low altitude alert","lage hoogte alarm","","YAAPU","minalt.wav"
"96","Position hold flight mode","positie vasthouden vluchtmodus","","YAAPU","poshold.wav"
"97","Q acro flight mode","Q acro vluchtmodus","","YAAPU","qacro.wav"
"98","Q autotune flight mode","Q autotune vluchtmodus","","YAAPU","qautotune.wav"
"99","Q hover flight mode","Q hover vluchtmodus","","YAAPU","qhover.wav"
"100","Q land flight mode","Q land vluchtmodus","","YAAPU","qland.wav"
"101","Q loiter flight mode","Q loiter vluchtmodus","","YAAPU","qloiter.wav"
"102","Q return to home flight mode","Q terug naar huis vluchtmodus","","YAAPU","qrtl.wav"
"103","Q stabilise flight mode","Q stabilisatie vluchtmodus","","YAAPU","qstabilize.wav"
"104","Return to home","terug naar huis","","YAAPU","rtl.wav"
"105","Return to home mode","terug naar huis modus","","YAAPU","rtl_r.wav"
"106","simple mode","simple modus","","YAAPU","simple_r.wav"
"107","simple mode disabled","simple modus uitgeschakeld","","YAAPU","simpleoff.wav"
"108","simple mode enabled","simple modus ingeschakeld","","YAAPU","simpleon.wav"
"109","Smart return to home flight mode","smart terug naar huis vluchtmodus","","YAAPU","smartrtl.wav"
"110","Smart return to home mode","smart terug naar huis modus","","YAAPU","smartrtl_r.wav"
"111","Sport flight mode","sport vluchtmodus","","YAAPU","sport.wav"
"112","super simple mode disabled","super simple modus uitgeschakeld","","YAAPU","ssimpleoff.wav"
"113","super simple mode enabled","super simple modus ingeschakeld","","YAAPU","ssimpleon.wav"
"114","Stabilise flight mode","stabilisatie vluchtmodus","","YAAPU","stabilize.wav"
"115","Steering mode","stuurmodus","","YAAPU","steering_r.wav"
"116","no terrain data","geen terreingegevens","","YAAPU","terrainko.wav"
"117","Thermal flight mode","thermiek vluchtmodus","","YAAPU","thermal.wav"
"118","Throw flight mode","throw vluchtmodus","","YAAPU","throw.wav"
"119","Timer alert","timer alarm","","YAAPU","timealert.wav"
"120","Training flight mode","training vluchtmodus","","YAAPU","training.wav"
"121","turtle mode","turtle mode","","YAAPU","turtle.wav"
"122","Zigzag flight mode","zigzag vluchtmodus","","YAAPU","zigzag.wav"
"123","takeoff flight mode","opstijgen vluchtmodus","","YAAPU","takeofffm.wav"
"124","System I D flight mode","system ID vluchtmodus","","YAAPU","systemid.wav"
"125","autorotate flight mode","autorotatie vluchtmodus","","YAAPU","autorotate.wav"
"126","velocity flight mode","velocity vluchtmodus","","YAAPU","velocity.wav"
"127","Yaa-pu telemetry ready","Yaapu telemetrie klaar","","YAAPU","yaapu.wav"
"128","Altitude control mode","hoogtecontrole modus","PX4","YAAPU","altctl.wav"
"129","Position control mode","positiecontrole modus","PX4","YAAPU","posctl.wav"
"130","ready","klaar","PX4","YAAPU","ready.wav"
"131","Auto takeoff mode","automatisch opstijgen modus","PX4","YAAPU","takeoff.wav"
"132","Auto mission mode","automatische missie modus","PX4","YAAPU","mission.wav"
"133","link loss failsafe mode","verbinding verloren failsafe modus","PX4","YAAPU","rtgs.wav"
"134","Precision landing mode","precisielanding modus","PX4","YAAPU","precland.wav"
"135","Offboard mode","offboard modus","PX4","YAAPU","offboard.wav"
"136","rate attitude mode","rate attitude modus","PX4","YAAPU","rattitude.wav"
"137","simple mode","simple modus","PX4","YAAPU","simple.wav"
"138","PreArming: Need 3D Fix","pre-arm: drie dee fix nodig","Msg-Hash","YAAPU","264977348.wav"
"139","Smart RTL Unavailable","smart RTL niet beschikbaar","Msg-Hash","YAAPU","1834616480.wav"
"140","EKF variance","EKF variantie","Msg-Hash","YAAPU","2386213680.wav"
"141","GPS Glitch cleared","GPS storing opgelost","Msg-Hash","YAAPU","2310179660.wav"
"142","GPS Glitch","GPS storing","Msg-Hash","YAAPU","4137200300.wav"
"143","Parachute: Released","parachute uitgeworpen","Msg-Hash","YAAPU","2664106240.wav"
"144","Flight plan received","vluchtplan ontvangen","Msg-Hash","YAAPU","656739232.wav"
"145","Mission complete","missie voltooid","Msg-Hash","YAAPU","3708582640.wav"
"146","Geofence triggered","geofence geactiveerd","Msg-Hash","YAAPU","1809087708.wav"
"147","Flight mode change failed","wisselen van vluchtmodus mislukt","Msg-Hash","YAAPU","116655276.wav"
"148","AutoTune: Success","autotune geslaagd","Msg-Hash","YAAPU","1008001424.wav"
"149","AutoTune: Failed","autotune mislukt","Msg-Hash","YAAPU","1396289024.wav"
"150","Transition done","transitie voltooid","Msg-Hash","YAAPU","986165592.wav"
"151","Transition started","transitie gestart","Msg-Hash","YAAPU","1249672288.wav"
"152","Transition done","transitie voltooid","Msg-Hash","YAAPU","4019153925.wav"
"153","Transition VTOL done","transitie naar VTOL voltooid","Msg-Hash","YAAPU","3417557720.wav"
"154","Land descend started","daling gestart","Msg-Hash","YAAPU","1204090832.wav"
